Approval;CreditScore;DebttoIncomeRatio;Interest;RequestAmount
F;723;,07;4500;10000
F;733;,18;1800;4000
F;407;,14;2700;6000
F;605;,03;11700;26000
F;521;,28;3150;7000
T;679;,29;5850;13000
F;703;,32;13050;29000
F;654;,1;14850;33000
T;675;,16;1350;3000
F;490;,12;2250;5000
F;698;,34;15300;34000
F;679;,03;3600;8000
T;725;,16;4950;11000
T;726;,18;2700;6000
T;733;,08;4950;11000
T;719;,13;2250;5000
T;709;,17;4050;9000
T;692;,1;2700;6000
F;593;,1;2250;5000
F;686;,15;10350;23000
T;671;,22;9900;22000
F;683;,07;1350;3000
F;766;,33;11250;25000
F;506;,24;2250;5000
F;692;,18;15750;35000
F;697;,4;7650;17000
F;651;,3;13050;29000
F;639;,01;4500;10000
T;679;,04;3150;7000
T;714;,08;2250;5000
T;677;,19;6750;15000
T;711;,1;4500;10000
T;701;,22;3600;8000
F;544;,1;15750;35000
F;611;,05;3150;7000
T;656;,12;2250;5000
T;731;,14;4050;9000
F;625;,46;14400;32000
T;715;,11;4500;10000
F;632;,15;15300;34000
F;517;,04;2700;6000
T;719;,14;4500;10000
T;672;,08;1800;4000
T;700;,3;2250;5000
F;609;,23;9000;20000
T;713;,05;8550;19000
F;692;,05;6300;14000
T;731;,21;900;2000
F;455;,24;3150;7000
T;715;,09;14400;32000
T;715;,28;5850;13000
F;635;,27;9900;22000
F;658;,2;4950;11000
T;690;,19;1800;4000
F;642;,05;1800;4000
F;590;,17;5850;13000
T;717;,25;4500;10000
T;725;,08;4950;11000
T;761;,08;14850;33000
F;760;,86;1800;4000
F;717;,24;15750;35000
F;678;,24;15300;34000
F;671;,29;15300;34000
F;489;,25;11700;26000
F;477;,26;4950;11000
T;697;,05;8550;19000
T;698;,08;3150;7000
T;693;,32;9900;22000
F;714;,44;10350;23000
T;658;,13;2250;5000
T;707;,18;7650;17000
T;766;,24;5850;13000
T;725;,2;4500;10000
T;676;,21;4500;10000
T;660;,18;2250;5000
T;737;,14;6300;14000
F;671;,2;8100;18000
T;719;,18;3600;8000
T;727;,07;6300;14000
F;605;,05;1800;4000
F;516;,66;225;500
T;731;,05;15750;35000
F;605;,13;11700;26000
T;719;,1;4950;11000
F;660;,12;13050;29000
T;710;,06;2250;5000
T;665;,16;9000;20000
F;586;,23;12600;28000
T;686;,3;900;2000
T;719;,15;4050;9000
T;749;,21;6300;14000
T;701;,28;5400;12000
F;691;,06;10350;23000
T;757;,11;900;2000
T;767;,17;1800;4000
T;716;,22;6750;15000
F;638;,46;8100;18000
T;682;,23;5400;12000
T;703;,23;2250;5000
T;744;,16;6750;15000
T;653;,04;7650;17000
T;711;,16;9450;21000
F;501;,03;15750;35000
T;776;,17;8100;18000
T;672;,29;10350;23000
F;653;,08;5850;13000
T;687;,17;8100;18000
F;691;,26;3150;7000
F;562;,37;4050;9000
F;701;,4;3600;8000
T;759;,07;6300;14000
F;565;,11;3600;8000
T;723;,17;11250;25000
T;712;,16;3600;8000
F;617;,05;4050;9000
T;702;,08;4500;10000
T;786;,21;2250;5000
T;702;,26;2250;5000
T;665;,26;9000;20000
F;681;,17;3600;8000
F;469;,05;900;2000
T;723;,26;5400;12000
T;684;,13;3150;7000
T;742;,03;450;1000
F;747;,22;8550;19000
F;682;,05;8550;19000
F;723;,55;12600;28000
F;484;,35;11700;26000
T;671;,16;13500;30000
T;710;,11;2250;5000
T;699;,25;13950;31000
F;604;,4;1800;4000
T;661;,17;225;500
F;706;,22;8100;18000
T;713;,26;900;2000
F;670;,22;2250;5000
T;713;,02;3150;7000
F;703;,38;6300;14000
F;564;,19;1350;3000
F;488;,1;2250;5000
T;673;,02;1350;3000
F;719;,28;900;2000
T;787;,09;10800;24000
F;666;,2;19350;43000
T;773;,16;7650;17000
T;737;,12;6750;15000
T;720;,2;4500;10000
T;718;,01;4500;10000
F;551;,02;5850;13000
T;660;,15;4050;9000
T;672;,04;2250;5000
F;664;,26;3150;7000
F;628;,29;9450;21000
T;723;,06;1350;3000
F;679;,19;17100;38000
T;692;,21;15300;34000
T;704;,17;9900;22000
F;763;,05;2250;5000
F;608;,09;4050;9000
T;666;,27;1800;4000
F;682;,23;16650;37000
F;617;,26;3600;8000
T;694;,12;2700;6000
T;757;,33;5400;12000
T;677;,18;13950;31000
F;577;,07;450;1000
T;673;,07;6300;14000
F;670;,06;1350;3000
F;716;,61;14400;32000
F;622;,35;450;1000
F;646;,12;1800;4000
F;621;,06;1800;4000
T;700;,11;4050;9000
F;540;,13;3150;7000
F;679;,07;8550;19000
F;611;,08;3150;7000
F;682;,45;11700;26000
F;648;,41;10800;24000
T;681;,22;4050;9000
F;556;,01;1350;3000
T;741;,07;5400;12000
T;712;,16;8550;19000
F;670;,44;15300;34000
T;694;,18;11700;26000
T;676;,15;7200;16000
F;668;,35;5400;12000
T;751;,03;3600;8000
T;694;,19;5850;13000
T;720;,12;6300;14000
T;699;,03;4500;10000
T;745;,12;8100;18000
F;666;,22;9900;22000
F;639;,17;6750;15000
T;785;,07;4500;10000
T;718;,04;8100;18000
T;664;,13;8550;19000
F;692;,01;1350;3000
T;670;,22;2700;6000
F;622;,28;9450;21000
T;682;,21;2250;5000
F;698;,88;8550;19000
T;697;,13;8100;18000
F;697;,14;1350;3000
F;682;,07;3600;8000
F;450;,17;6300;14000
T;734;,09;8550;19000
F;542;,01;1800;4000
T;721;,1;3150;7000
T;762;0;900;2000
T;675;,21;3600;8000
F;679;,09;14400;32000
T;693;,27;9000;20000
T;698;,17;3150;7000
F;656;,13;4950;11000
T;747;,21;5400;12000
T;690;,19;1800;4000
T;678;,1;4950;11000
F;621;,43;11250;25000
F;705;,22;5400;12000
T;699;,1;7650;17000
F;698;,02;9000;20000
T;694;,25;2700;6000
T;734;,14;7200;16000
T;687;,08;3600;8000
F;484;,19;2250;5000
T;718;,09;3150;7000
T;695;,12;7200;16000
T;701;,09;2250;5000
T;695;,13;10350;23000
T;704;,11;13950;31000
T;704;,13;11250;25000
F;442;,05;3600;8000
F;687;,03;900;2000
F;636;,21;4050;9000
T;682;,08;4050;9000
F;632;,12;4050;9000
T;724;,16;2250;5000
T;782;,16;13950;31000
F;587;,55;8550;19000
F;765;,27;10350;23000
T;719;,14;4500;10000
F;692;,18;1800;4000
T;783;,26;9900;22000
F;713;,69;7200;16000
T;764;,06;2700;6000
F;700;,28;6750;15000
T;691;,14;3600;8000
T;702;,13;15750;35000
T;797;,08;6300;14000
T;732;,11;2250;5000
T;674;,21;8100;18000
F;632;,64;10350;23000
F;608;,17;900;2000
T;677;,19;10800;24000
T;716;,14;8100;18000
F;702;,06;7200;16000
T;694;,14;5850;13000
F;548;,13;1350;3000
T;754;,2;2250;5000
T;735;,17;6300;14000
F;616;,21;2250;5000
F;695;,4;12150;27000
F;641;,22;2700;6000
T;740;,05;8550;19000
T;732;,18;900;2000
F;660;,1;11700;26000
T;828;,04;8100;18000
T;717;,1;2700;6000
T;720;,14;1800;4000
F;673;,1;13950;31000
T;776;,16;8550;19000
T;664;,23;13050;29000
T;690;,17;2250;5000
T;667;,17;2700;6000
T;787;,12;1350;3000
F;616;,53;4500;10000
F;590;,12;1350;3000
F;652;,45;8550;19000
T;689;,08;10350;23000
T;706;,24;8100;18000
F;687;,32;16200;36000
T;726;,35;10350;23000
F;728;,05;11250;25000
F;615;,01;1800;4000
T;775;,2;4050;9000
F;676;,05;8550;19000
T;738;,04;3150;7000
T;721;,21;9900;22000
F;654;,05;4500;10000
F;623;,08;16650;37000
F;586;,19;2250;5000
F;697;,49;14850;33000
F;512;,35;2250;5000
F;629;,2;3150;7000
T;709;,24;6300;14000
T;707;,2;3600;8000
F;663;,16;4950;11000
T;723;,11;5400;12000
T;675;,08;8100;18000
T;658;,1;2700;6000
F;591;,18;13500;30000
T;690;,2;1800;4000
T;760;,13;8550;19000
F;731;,43;6300;14000
T;692;,06;10350;23000
F;582;,16;2700;6000
T;706;,13;9900;22000
F;622;,42;8550;19000
F;654;,3;9000;20000
T;661;,22;10350;23000
T;678;,23;4050;9000
T;672;,28;3600;8000
T;735;,06;10350;23000
F;694;,18;9900;22000
F;668;,17;2700;6000
F;647;,27;3150;7000
T;789;0;3600;8000
F;668;,07;7200;16000
F;688;,06;4950;11000
F;543;,04;1800;4000
F;712;,21;13050;29000
T;687;,19;6300;14000
T;792;,02;2250;5000
F;655;,18;450;1000
T;712;,17;1350;3000
T;675;,16;1800;4000
F;528;,33;900;2000
T;725;,21;2250;5000
F;640;,09;10350;23000
T;669;,15;4950;11000
F;621;,19;1350;3000
F;703;,34;450;1000
F;513;,32;7650;17000
F;623;,25;4950;11000
T;713;,26;1350;3000
T;689;,22;9000;20000
F;675;,4;4050;9000
F;639;,34;5400;12000
F;688;,27;12150;27000
F;483;,02;3600;8000
T;701;,22;13500;30000
F;551;,01;4950;11000
T;680;,21;5850;13000
T;676;,12;3150;7000
T;764;,11;2700;6000
T;700;,09;5850;13000
F;569;,15;4500;10000
T;708;,08;4500;10000
F;623;,03;4500;10000
F;654;,09;450;1000
T;692;,09;1800;4000
T;683;,22;5400;12000
F;628;,09;12600;28000
T;683;,1;450;1000
F;658;,47;10350;23000
T;674;,14;6750;15000
F;677;,16;4050;9000
F;612;,58;4950;11000
T;656;,11;4050;9000
T;706;,32;5850;13000
T;707;,23;14850;33000
T;661;,12;3600;8000
T;678;,15;4500;10000
T;684;,06;8100;18000
T;678;,16;7200;16000
T;727;,13;9900;22000
F;685;,27;1350;3000
T;742;,18;4500;10000
F;677;,27;4500;10000
T;678;,15;4950;11000
T;754;,17;2250;5000
T;736;,2;900;2000
F;651;,01;5850;13000
T;685;,09;2250;5000
T;683;,23;9900;22000
T;768;,07;3150;7000
F;630;,11;4500;10000
F;465;,23;4050;9000
T;741;,06;6750;15000
F;655;,22;2250;5000
T;722;,21;4050;9000
F;684;,07;3150;7000
F;620;,25;2700;6000
T;714;,1;2700;6000
F;655;,23;6750;15000
T;764;,2;9450;21000
T;791;,16;7200;16000
T;759;,05;6750;15000
T;718;,27;3150;7000
F;640;,39;4500;10000
T;709;,15;1350;3000
F;659;,51;7650;17000
F;569;,4;2250;5000
F;690;,02;7200;16000
F;662;,12;5850;13000
T;695;,1;4050;9000
T;780;,03;17100;38000
T;709;,06;5850;13000
T;706;,34;1350;3000
F;638;,2;900;2000
F;685;,12;9900;22000
T;731;,09;5400;12000
T;737;,13;12600;28000
T;718;,15;5400;12000
T;691;,11;1800;4000
T;712;,25;4500;10000
T;692;,14;9900;22000
T;756;,01;900;2000
T;685;,11;14850;33000
T;783;,01;2700;6000
F;571;,16;7200;16000
T;735;,04;450;1000
F;636;,24;5400;12000
T;713;,11;5850;13000
T;727;,15;4950;11000
F;521;,05;4500;10000
T;696;,05;12600;28000
T;690;,16;900;2000
F;754;,46;5850;13000
T;713;,16;6750;15000
T;752;,22;4050;9000
T;735;,05;6750;15000
T;742;,18;2700;6000
F;630;,32;6300;14000
T;736;,17;8550;19000
T;714;,1;900;2000
T;694;0;900;2000
T;745;,09;9900;22000
F;569;,12;1800;4000
T;715;,32;5400;12000
T;674;,01;3150;7000
F;562;,01;900;2000
F;670;,17;6750;15000
T;690;,18;1350;3000
F;647;,27;1350;3000
T;707;,14;4500;10000
T;783;,19;6750;15000
F;712;,82;13050;29000
T;664;,15;2700;6000
T;715;,14;8550;19000
F;577;,33;4500;10000
T;743;,22;2700;6000
T;667;0;4050;9000
F;563;,16;225;500
F;727;,63;2250;5000
T;679;,14;11250;25000
F;635;,25;8100;18000
T;697;,06;5850;13000
F;701;,02;1350;3000
T;722;,1;16200;36000
F;618;,07;10350;23000
F;545;,18;4500;10000
T;705;,08;10800;24000
F;525;,18;900;2000
T;705;,2;3150;7000
F;640;,08;3150;7000
T;770;,15;4050;9000
F;619;,29;900;2000
T;677;,2;2250;5000
T;698;,05;5850;13000
F;449;,17;1350;3000
F;508;,05;225;500
F;735;,08;7650;17000
F;534;0;1350;3000
T;678;,02;9000;20000
T;687;,2;5850;13000
T;701;,34;2700;6000
F;603;,08;900;2000
T;678;,31;3150;7000
T;736;,21;11250;25000
F;628;,24;2250;5000
T;696;,18;2700;6000
F;512;,02;9450;21000
T;682;,14;4050;9000
F;557;,06;900;2000
F;628;,04;2250;5000
T;669;,1;450;1000
T;721;,08;3600;8000
T;696;,16;5400;12000
F;531;,24;2700;6000
T;734;,05;225;500
T;807;,01;3600;8000
T;764;,11;2700;6000
T;779;,12;4500;10000
F;518;,16;1350;3000
F;620;,26;2700;6000
T;811;,02;8100;18000
F;739;,43;9900;22000
T;686;,14;9900;22000
T;687;,03;1350;3000
T;671;,21;1800;4000
F;698;,15;5400;12000
T;729;,1;7200;16000
F;680;,12;5850;13000
F;664;,26;8100;18000
F;704;,39;8100;18000
F;596;,05;11700;26000
F;691;,52;13950;31000
F;712;,39;16650;37000
T;692;,13;6300;14000
T;699;,04;4950;11000
F;654;,2;4500;10000
F;628;,63;15300;34000
F;672;,21;16200;36000
T;696;,11;4950;11000
F;541;,17;4050;9000
T;722;,31;4050;9000
F;699;,29;2700;6000
F;679;,3;13050;29000
T;698;,16;8100;18000
F;618;,12;10800;24000
T;683;,18;5400;12000
F;669;,35;13050;29000
T;759;,12;1800;4000
F;722;,5;3600;8000
T;722;,15;8550;19000
T;719;,24;5850;13000
F;583;,03;3600;8000
F;635;,06;2700;6000
T;683;,27;10350;23000
T;668;,15;5850;13000
T;749;,06;4500;10000
T;695;,18;2250;5000
F;704;,54;17100;38000
F;700;,01;7200;16000
F;684;,36;4050;9000
F;671;,42;11700;26000
T;703;,14;4950;11000
T;722;,09;9900;22000
F;606;,27;4500;10000
T;737;,09;5850;13000
F;688;,29;6750;15000
T;672;,15;7200;16000
T;684;,15;2250;5000
T;739;,13;9450;21000
F;816;,06;1350;3000
F;605;,14;7200;16000
F;630;,32;5400;12000
F;647;,53;5400;12000
F;737;,37;13950;31000
F;701;,63;10800;24000
F;623;,07;2250;5000
F;624;,38;1800;4000
F;616;,2;3150;7000
T;664;,16;6750;15000
F;661;0;3150;7000
T;675;,17;2250;5000
F;671;,2;1350;3000
F;573;,18;9450;21000
F;638;,21;5850;13000
F;726;,72;13950;31000
F;468;,7;450;1000
F;546;0;3150;7000
F;642;,19;6750;15000
T;724;,27;7650;17000
T;667;,14;9000;20000
F;631;,01;2250;5000
F;636;,35;4050;9000
T;721;,14;3150;7000
T;659;,09;6750;15000
T;761;,12;8100;18000
T;778;,17;5400;12000
F;546;,12;5850;13000
T;724;,09;5850;13000
T;758;,01;9000;20000
T;684;,11;4050;9000
T;677;,22;4950;11000
T;694;,21;9000;20000
F;677;,46;16200;36000
T;679;,14;7650;17000
T;661;,23;3150;7000
F;519;,22;1800;4000
F;631;,09;4950;11000
T;682;,02;1800;4000
T;678;,13;3600;8000
F;675;,3;9450;21000
T;749;,2;11700;26000
T;741;,15;7200;16000
T;738;,13;4500;10000
F;657;,35;4950;11000
T;717;,08;4950;11000
F;639;,22;11250;25000
F;660;,25;3600;8000
T;715;,19;9450;21000
T;751;,2;3150;7000
T;693;,18;7650;17000
F;650;,53;1350;3000
T;772;,12;5850;13000
F;614;,16;11250;25000
T;659;,11;11700;26000
F;434;,31;900;2000
T;713;,1;450;1000
F;638;,39;5400;12000
F;629;,19;8550;19000
F;658;,39;900;2000
F;671;,18;8100;18000
F;659;,06;2250;5000
T;708;,09;12600;28000
T;661;,15;450;1000
T;765;,16;4950;11000
F;632;,21;1350;3000
T;695;,24;4500;10000
T;720;,1;13500;30000
F;627;,03;4050;9000
T;668;,08;16650;37000
F;615;0;6750;15000
F;660;,09;16200;36000
F;615;,04;9900;22000
F;478;,01;1350;3000
T;702;,13;2700;6000
T;711;,22;8100;18000
T;679;,03;1800;4000
T;675;,11;6750;15000
F;723;,09;2700;6000
F;660;,15;6750;15000
T;684;,33;3150;7000
F;585;,05;1350;3000
F;550;,02;4500;10000
T;660;,19;3150;7000
T;671;,02;5850;13000
F;589;,03;450;1000
F;636;,11;1350;3000
F;718;,3;1350;3000
F;697;,16;2700;6000
T;715;,15;7650;17000
T;674;,07;3150;7000
F;539;,01;450;1000
F;544;,11;2700;6000
T;687;,22;4950;11000
F;719;,23;4050;9000
T;844;,02;2700;6000
F;645;,32;3150;7000
F;655;,73;16650;37000
T;671;,11;2700;6000
F;747;,43;2250;5000
T;716;,1;2250;5000
T;696;,22;5850;13000
T;706;,21;11250;25000
F;689;,5;11700;26000
T;688;,21;2700;6000
F;649;,14;9900;22000
F;665;,07;16650;37000
T;688;,21;4050;9000
T;682;,05;4950;11000
T;710;,3;225;500
T;664;,17;4950;11000
T;674;,03;1800;4000
T;715;,12;6300;14000
T;740;,19;13050;29000
F;619;,24;2250;5000
F;661;,14;16650;37000
T;673;,21;7650;17000
F;598;,25;3150;7000
T;722;,23;10800;24000
T;742;,18;900;2000
F;749;,01;17100;38000
T;753;,07;7200;16000
T;689;,12;5400;12000
F;648;,15;6300;14000
F;626;,29;1350;3000
T;692;,1;2700;6000
T;688;,27;1800;4000
F;648;,06;3150;7000
F;686;,36;8550;19000
T;740;,28;16200;36000
F;700;,41;13500;30000
T;724;,19;5400;12000
T;701;,24;1800;4000
F;559;,11;3600;8000
F;713;,16;9000;20000
F;643;,59;5850;13000
F;584;,04;1800;4000
F;596;,26;4500;10000
T;711;,19;1800;4000
T;656;,26;11700;26000
T;727;,01;7200;16000
T;688;,28;1350;3000
T;656;,18;3150;7000
T;674;,08;3600;8000
T;687;0;1350;3000
T;691;,02;3150;7000
F;510;,13;1800;4000
T;712;,21;3600;8000
T;685;,07;1800;4000
F;640;,31;1800;4000
T;735;,04;225;500
T;704;,11;4050;9000
T;708;,18;3150;7000
T;684;,12;3150;7000
T;708;,26;7200;16000
F;683;,19;4500;10000
T;670;,17;3600;8000
F;696;,47;13050;29000
F;711;,12;9900;22000
T;739;,05;8100;18000
F;673;,49;7200;16000
F;643;,12;2250;5000
T;682;,05;4950;11000
F;607;,23;3150;7000
T;715;,07;8100;18000
T;681;,24;8550;19000
T;772;,06;8100;18000
F;699;,52;4050;9000
F;712;,48;14850;33000
F;615;,18;3600;8000
F;598;,1;9450;21000
F;602;,28;900;2000
F;683;,08;7650;17000
T;685;,25;3600;8000
F;569;,09;450;1000
F;614;,05;8550;19000
F;754;,24;15750;35000
F;742;,01;4950;11000
T;705;,1;4500;10000
F;602;,35;1800;4000
T;725;,16;4500;10000
T;690;,14;13050;29000
T;719;,22;2250;5000
T;697;,07;450;1000
T;692;,13;2700;6000
T;686;,09;4050;9000
T;698;,02;1350;3000
F;649;,35;4500;10000
F;737;,27;11250;25000
T;667;,28;6300;14000
F;683;,71;1350;3000
F;628;,17;14400;32000
T;709;,14;1350;3000
F;543;,04;2250;5000
T;715;,2;7200;16000
T;742;,14;7200;16000
T;707;,13;11250;25000
T;763;,07;9000;20000
F;657;,32;6750;15000
T;711;,1;7650;17000
T;719;,13;4050;9000
F;644;,08;3150;7000
F;514;,02;2250;5000
T;687;,28;1800;4000
T;698;,07;4500;10000
F;656;,19;7650;17000
F;644;,31;4050;9000
T;666;,08;4500;10000
F;599;,05;3600;8000
F;659;,41;9000;20000
F;532;,04;8100;18000
T;672;,19;7200;16000
T;777;,04;2700;6000
F;568;,2;6300;14000
F;582;,29;5400;12000
F;598;,14;5400;12000
F;576;,02;2250;5000
F;818;,82;13950;31000
F;513;,1;3600;8000
T;718;,19;12150;27000
F;640;,83;16200;36000
F;542;,27;15300;34000
F;677;,16;6300;14000
T;697;,09;450;1000
F;623;,21;2250;5000
T;685;,05;4500;10000
T;795;,02;1800;4000
F;692;,07;15300;34000
F;643;,24;4050;9000
T;649;,13;4950;11000
T;706;,23;3600;8000
F;657;,1;2700;6000
F;662;,29;450;1000
F;675;,02;3600;8000
T;683;,17;4050;9000
F;662;,32;1350;3000
F;611;,01;3150;7000
F;602;,17;900;2000
F;661;,21;15750;35000
F;499;,46;900;2000
T;685;,19;4050;9000
F;679;,64;14850;33000
T;711;,19;11250;25000
T;675;,16;16200;36000
T;691;,27;5400;12000
T;729;,1;5400;12000
F;763;,08;2700;6000
T;726;,28;15300;34000
T;794;,11;6300;14000
T;695;,08;1350;3000
F;635;,12;2250;5000
F;706;,27;8100;18000
F;576;,22;1800;4000
T;661;,16;9450;21000
F;693;,68;5400;12000
F;572;,07;3150;7000
T;702;,22;3150;7000
T;693;,15;3600;8000
T;709;0;9000;20000
F;685;,2;3600;8000
F;601;,58;900;2000
F;700;,37;9000;20000
T;735;,13;10800;24000
T;666;,26;3600;8000
T;672;,17;15300;34000
T;660;,13;8100;18000
T;735;,02;4950;11000
T;683;,27;900;2000
T;667;,3;4050;9000
T;684;,14;5400;12000
F;605;,12;17550;39000
F;661;,19;10350;23000
F;613;,18;9450;21000
F;647;,12;4950;11000
T;718;,29;2700;6000
F;618;,01;1800;4000
F;664;,29;16650;37000
F;533;,33;5400;12000
F;695;,08;4050;9000
T;690;,12;12600;28000
F;658;,15;1350;3000
F;648;,18;4500;10000
T;701;,19;3150;7000
T;809;,23;450;1000
F;615;,04;11250;25000
T;734;,21;9000;20000
F;661;,19;4050;9000
T;692;,29;4500;10000
F;616;,06;10350;23000
T;739;,17;4050;9000
T;761;,09;4950;11000
F;568;,2;4950;11000
F;627;,31;4500;10000
T;719;,19;2700;6000
T;753;,07;4050;9000
T;668;,03;5850;13000
F;690;,04;450;1000
T;723;,17;3600;8000
T;680;,2;2700;6000
T;705;,2;4500;10000
T;708;,13;3600;8000
T;663;,18;4050;9000
F;604;,03;15750;35000
T;713;,29;5850;13000
F;597;,18;3150;7000
T;694;,25;9000;20000
T;730;,22;13050;29000
T;745;,21;4950;11000
F;485;,19;7200;16000
T;739;,08;1350;3000
T;664;,05;5400;12000
F;624;,08;450;1000
T;682;,16;8100;18000
F;675;,86;5400;12000
T;688;,07;6750;15000
F;643;0;6300;14000
F;611;,12;16650;37000
F;634;,18;1350;3000
T;686;,23;7200;16000
F;584;,05;900;2000
F;720;,41;15300;34000
T;714;,09;2700;6000
T;764;,03;2700;6000
T;727;,1;10800;24000
F;529;,08;2700;6000
F;621;,15;10350;23000
F;689;,29;6750;15000
T;786;,08;10350;23000
T;699;,26;450;1000
F;655;,18;16200;36000
T;711;,14;2700;6000
F;658;,01;7650;17000
F;550;,19;5850;13000
T;776;,06;4050;9000
T;721;,2;10350;23000
F;605;,11;2700;6000
F;660;,39;7200;16000
T;702;,2;4050;9000
F;830;,17;10350;23000
F;671;,53;2700;6000
T;713;,2;8550;19000
T;715;,2;10800;24000
T;727;,14;6300;14000
F;559;0;2250;5000
F;637;,03;900;2000
T;708;,12;6750;15000
F;593;0;16200;36000
T;681;,37;6300;14000
F;548;,19;450;1000
T;662;,2;12600;28000
T;720;,08;900;2000
F;613;,47;9900;22000
T;714;,17;5850;13000
T;667;,13;11250;25000
F;591;,13;4500;10000
T;704;,24;15300;34000
F;686;,26;3600;8000
T;671;,07;4950;11000
T;730;,11;9000;20000
F;616;,25;14400;32000
T;688;,08;6300;14000
F;687;,37;14850;33000
T;706;,18;8100;18000
T;691;,21;2250;5000
F;648;,39;6300;14000
T;676;,03;8550;19000
F;709;,67;13050;29000
T;730;,22;4500;10000
T;730;,1;225;500
F;799;,06;12150;27000
T;671;,23;4500;10000
T;753;,15;8100;18000
T;674;,1;2250;5000
T;659;,19;4950;11000
T;654;,13;6750;15000
F;720;,15;16200;36000
F;657;,21;17100;38000
T;699;,14;6300;14000
F;487;,04;1350;3000
F;704;,01;2250;5000
F;684;,24;4950;11000
T;678;,21;4500;10000
T;706;,29;4050;9000
T;679;,28;1800;4000
T;749;,2;4950;11000
T;694;,17;6750;15000
T;674;,04;6300;14000
F;679;,12;450;1000
F;667;,87;11250;25000
F;714;,35;5400;12000
T;726;,27;9450;21000
F;768;,26;5850;13000
F;717;,17;2700;6000
T;732;,07;6750;15000
F;673;,31;8100;18000
F;554;,18;3150;7000
T;751;,06;2700;6000
T;677;,08;2250;5000
T;681;,18;1800;4000
F;570;,02;3150;7000
F;695;0;5400;12000
F;701;,06;11250;25000
T;710;,09;1800;4000
T;699;,16;4500;10000
T;682;,15;3600;8000
F;552;,37;4500;10000
F;665;,29;5400;12000
F;710;,28;10350;23000
F;666;,34;11250;25000
F;582;0;1350;3000
F;736;,29;1800;4000
F;651;,36;2250;5000
T;688;,13;3600;8000
F;627;,21;10800;24000
T;671;,15;3600;8000
T;709;,18;5400;12000
F;614;,16;11700;26000
F;680;,3;9000;20000
F;749;,06;4950;11000
T;715;,15;15750;35000
F;729;,14;16200;36000
T;690;,12;9450;21000
F;667;,07;15300;34000
T;666;,17;4500;10000
F;646;,04;5850;13000
F;553;,11;1800;4000
T;661;,18;8550;19000
T;686;,18;4500;10000
T;787;,03;900;2000
F;707;,15;6750;15000
F;613;,25;13500;30000
F;560;,45;1800;4000
F;660;,31;4950;11000
T;729;,11;6300;14000
T;709;,13;7200;16000
F;614;,01;2700;6000
F;636;,47;17100;38000
T;665;,01;900;2000
T;770;,23;4500;10000
T;694;,16;450;1000
T;687;,16;8550;19000
T;782;0;3150;7000
T;701;,02;900;2000
T;769;,09;15750;35000
T;669;,24;1350;3000
F;684;,14;9000;20000
F;626;,06;3150;7000
F;651;,05;8100;18000
F;619;,08;900;2000
T;764;,26;6750;15000
F;571;,16;900;2000
F;635;,14;9450;21000
T;661;,14;1350;3000
F;656;,18;14850;33000
T;674;,14;900;2000
T;792;,07;9000;20000
T;739;,16;6750;15000
T;666;,22;5400;12000
T;678;,09;900;2000
T;706;,22;5850;13000
T;797;,1;900;2000
T;699;,23;11250;25000
F;578;,73;2700;6000
F;611;,16;2250;5000
T;713;,2;4050;9000
T;695;,12;6750;15000
T;743;,17;16650;37000
T;676;,04;4500;10000
T;753;,14;3600;8000
F;720;,4;10350;23000
T;701;,27;7650;17000
